,type,bedroom,bathroom,size(sqft),address,price,lat,long,url
1127,Duplex/Triplex,5 1/2,1,1 350,"1620 Rue Georges, Saint-Hubert, QC J4T 1V9, Canada",1 400,45.4995647,-73.4690415,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/magnifique-5-1-2-au-rez-de-jardin-libre/1582189387
1128,Duplex/Triplex,5 1/2,1,1 200,"5987 Boul Milan, Brossard, QC J4Z 2A7, Canada",1 495,45.4692875,-73.4457494,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/nouveau-5-a-brossard/1582186840
1129,Duplex/Triplex,3 1/2,1,622,"H2E1E4, Canada",900,45.5547397,-73.6141675,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/villeray-3-1-2-chambres-fermee-face-au-parc-tillemont/1582186692
1130,Duplex/Triplex,5 1/2,1,750,"781 Maher, Lasalle H4h 2e8 QC, Canada",1 270,45.4474737,-73.5862419,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-5-1-2-on-maher-st-in-lasalle/1582185807
1131,Duplex/Triplex,5 1/2,1,1 500,"1881 Rue Lavoie, Laval, QC H7M 2N4, Canada",1 950,45.6027698,-73.7273562,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/magnifique-nouvelle-construction-condo-5-1-2-a-laval/1582185274
1132,Duplex/Triplex,5 1/2,1,1 350,"4410 Mnt Saint-Hubert, Saint-Hubert, QC J3Y 1V1, Canada",1 550,45.4871551,-73.4361663,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-libre-neuf/1582184536
1133,Duplex/Triplex,5 1/2,1,1 250,"2110 Rue Jean-Béliveau, Longueuil, QC J4J 3E4, Canada",1 500,45.5198916,-73.4813479,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/libre-le-1er-septembre-grand-5-1-2-ultra-lumineux/1582182045
1134,Duplex/Triplex,5 1/2,1,16,", Lasalle  H8R2E4 QC, Canada",600,45.4218323,-73.6327289,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/flatmate-wanted/1575907382
1135,Duplex/Triplex, 5 1/2 et coin détente,2,1 500,"3325 Rue de l'Université, Saint-Hubert, QC J3Y 5R3, Canada",1 950,45.4699158,-73.3742268,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-a-louer-st-hubert/1581743834
1136,Duplex/Triplex,4 1/2,1,950,"A Baldwin, H1K3C5, Anjou, QC",900,45.6092231,-73.5461708,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/anjou-4-1-2-a-louer/1576356413
1137,Duplex/Triplex,6 1/2,1,1 200,"avenue de Mayfair, Montréal H4B 2C7 QC",1 850,45.4599463,-73.6358897,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-beau-6-1-2-haut-ensoleille-sunny-upper-6-1-2/1582139181
1138,Duplex/Triplex,4 1/2,1,800,"828 Rue Marquette, Longueuil, QC J4K 4H4, Canada",1 400,45.5232547,-73.507015,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/new-renovated-cozy-4-1-2-close-to-metro/1579212592
1139,Duplex/Triplex,5 1/2,1,1 450,", Montreal  Est  H1H 3W2 QC, Canada",Sur,45.5963381,-73.6403543,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/montreal-grand-5-1-2-a-louer/1582162482
1140,Duplex/Triplex,5 1/2,1,375,"1420 Verdi, h8n 1k4, LaSalle, QC",1 150,45.4340021,-73.6212099,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/apartment-5-1-2-for-rent-appartement-5-1-2-a-louer/1582158566
1141,Duplex/Triplex,5 1/2,1,1 500,"3876 Rue Ontario E, Montréal, QC H1W 1S6, Canada",1 200,45.5481039,-73.5426734,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rent-5-3-in-ontario-est-montreal/1582042115
1142,Duplex/Triplex, 4 1/2 et coin détente,1.5,1 325,", Westmount H3Y3H9 QC, Canada",2 850,45.4892418,-73.5925487,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/charming-2-bedroom-apartment-in-westmount/1582155734
1143,Duplex/Triplex,3 1/2,1,1,"Rue Birnam, Montréal, QC H3N 2T6, Canada",850,45.528215,-73.637582,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-grand-3-1-2-demi-sous-sol/1582154444
1144,Duplex/Triplex, 4 1/2 et coin détente,1,800,"Rue Pierre-Auger, Montréal, QC H1M 2Z8, Canada",1 200,45.5927451,-73.5619235,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-closed-b-room-livingroom-kitchen-dinning-room-2-balconys/1582152691
1145,Duplex/Triplex,4 1/2,1,800,"J0P1P0, Rigaud, Quebec, Canada",850,45.4814641,-74.3165094,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/upper-4-1-2-rigaud-with-huge-upper-terrace/1582151251
1146,Duplex/Triplex,4 1/2,1,1 050,"Av. du Parc-Georges, Montréal, QC H1H, Canada",1 850,45.583301,-73.6423212,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-neuf-4-1-2-a-louer/1582141836
1147,Duplex/Triplex,5 1/2,1,1 350,", Cartierville H4j1s9  QC, Canada",1 675,45.5360969,-73.7056186,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-disponible-fin-septembre/1582140358
1148,Duplex/Triplex, 4 1/2 et coin détente,1,750,"1438 Av. Jeanne-d'Arc, Montréal, QC H1W 3T4, Canada",1 220,45.5477914,-73.5367524,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/oasis-de-verdure-4-1-2-frais-peint-metro-pie-ix/1579468284
1149,Duplex/Triplex,5 1/2,1,1 300,"Boulevard Viau & Boulevard Lavoisier, Montréal, QC H1R, Canada",1 385,45.5869481,-73.6107308,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-5-1-2-2e-etage-tres-beau-quartier-a-st-leonard/1576671080
1150,Duplex/Triplex,6 1/2,1,1 100,"1948 Rue Sherbrooke E, Montréal, QC H2K 1B5, Canada",1 650,45.5293811,-73.5634805,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-6-1-2-renove-3e-etage-triplex1984-sherbrookee-ville-marie/1569207918
1151,Condo,4 1/2,1,950,"J5C 1H4, Canada",1 550,45.3989834,-73.5681631,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/brossard-next-costco-41-2-for-rent/1581869702
1152,Condo, 3 1/2 et coin détente,1,700,"2037 Rue Clark, Montréal, QC H2X 2R6, Canada",1 575,45.5112872,-73.5679199,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-bedroom-plus-open-den-2-beds-near-metro-walk-to-mcgill-uni/1581869348
1153,Condo,3 1/2,1,750,"5315 Boul. Saint-Laurent, Montréal, QC H2T 1S5, Canada",1 800,45.524896,-73.5960296,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mile-end-industrial-loft-1-bedroom-apt-st-laurent-near-ubisoft/1581868975
1154,Condo,4 1/2,2,950,"1288 Av. des Canadiens-de-Montréal, Montréal, QC H3C 1B3, Canada",4 000,45.4958297,-73.5702813,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tdc-penthouse-46th-floor-up-to-3-parking-spots-fully-furnished/1561963334
1155,Condo,3 1/2,1,560,"1235 Rue Bishop, Montréal, QC H3G 2E2, Canada",1 295,45.4962435,-73.5754053,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-downtown-condo-for-rent_concordia-university/1581865091
1156,Condo,4 1/2,1,984,"442 Rue Saint Gabriel, Montréal, QC H2Y 2Z9, Canada",2 100,45.5066038,-73.5545528,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-100-beautiful-renovated-2-bdr-in-old-port/1581864761
1157,Condo,3 1/2,1,700,"201 Rue Charlotte, Montréal, QC H2X 4E2, Canada",1 675,45.5113856,-73.5609342,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/near-metro-entertainment-district-chinatown-old-montreal/1581863129
1158,Condo,4 1/2,1,875,"126 Blvd Hymus, H9R 1E8, Pointe-Claire, QC",1 400,45.4669286,-73.806363,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/4-1-2-luxeux-condo-a-louer-luxury-condo-for-rent/1581861794
1159,Condo,3 1/2,1,650,"825 Boulevard René-Lévesque E, Montréal, QC H2L 0A1, Canada",1 400,45.5148289,-73.556698,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-furnished-condo-for-rent-montreal-downtown/1576235105
1160,Condo,5 1/2,1.5,900,"575 R. Robert-Élie, Laval, QC H7N 5W3, Canada",1 995,45.563559,-73.7132256,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-51-2-a-louer-a-laval-des-rapides/1581858271
1161,Condo,3 1/2,1,350,"3419 Av. Prud'homme, Montréal, QC H4A 3H6, Canada",835,45.4741513,-73.6100143,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-station-vendome-835-mois/1581855962
1162,Condo,5 1/2,1,1 200,", Bromont J2L0N1 QC, Canada",2 000,45.3171374,-72.6392417,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/joli-condo-a-louer/1581854979
1163,Condo,4 1/2,2,1 200,"375 ‍rue Joliette, J4K 0C1, Longueuil, QC",2 300,45.5311291,-73.5170843,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/tres-grand-condo-de-luxe-neuf-vieux-longueuil/1581854561
1164,Condo,4 1/2,1,1 000,"10011 Boulevard Pie-IX #810, Montreal, QC, H1H 3Z3",1 275,45.5844503,-73.6300075,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/montreal-nord-superbe-condo-4-1-2-garage-inclus/1581847318
1165,Condo, 4 1/2 et coin détente,1,1 029,"161 Boulevard Saint-Elzéar West, Laval, QC, H7M 1E7",1 450,45.5965204,-73.7347018,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-condo-neuf-a-louer-a-laval-nouvelle-construction-luxueuse/1579774007
1166,Condo,4 1/2,1,786,"950 Rue Notre Dame O, Montréal, QC H3C 0K3, Canada",1 750,45.496816,-73.561824,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-beau-condo-griffintown-4-1-2-au-lowney-567-dispo-live/1568468721
1167,Condo,3 1/2,1,888,"1551 Rue Centre, Montréal, QC H3K 1H5, Canada",1 450,45.485037,-73.558783,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-for-rent-in-griffintown-condo-a-loue-pres-de-griffintown/1577050223
1168,Condo,4 1/2,1.5,900,"2502 Rue Mullins, Montréal, QC H3K 1P1, Canada",1 500,45.4773348,-73.5664716,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lumineux-4-1-2-pointe-ste-charles/1580459656
1169,Condo,4 1/2,1,900,"Syndicat de la copropriété Côté Ouest, 4950 Rue de la Savane, Montréal, QC H4P 1T7, Canada",1 500,45.4999399,-73.6528905,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer/1576647052
1170,Condo,5 1/2,1,1 247,"415 Rue du Grenadier, St Constant J5A0H5 QC",1 450,45.3722584,-73.5971285,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/grand-5-1-2-construction-2021/1579821314
1171,Condo, 4 1/2 et coin détente,1,1 029,"161 Boulevard Saint-Elzéar West, Laval, QC, H7M 1E7",1 450,45.5965204,-73.7347018,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-condo-neuf-a-louer-a-laval-nouvelle-construction-luxueuse/1579774007
1172,Condo,4 1/2,1,770,"1750 Rue Saint-Louis, Saint-Laurent, QC H4L 5N4, Canada",1 590,45.5049276,-73.6756035,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-condo-for-rent-in-saint-laurent-close-metro-du-college/1581845705
1173,Condo, 4 1/2 et coin détente,2,1 000,"2200 Rue Alice Nolin, Montréal, QC H4N 3H2, Canada",1 890,45.5328878,-73.6669695,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-luxueux-avec-garage-interieur-a-louer/1581845018
1174,Condo,4 1/2,2,1 050,"H3C 6L7 , Canada",1 775,45.4918982,-73.5698831,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bed-2-bath-griffintown-indoor-parking-a-c-1775/1580315766
1175,Condo, 5 1/2 et coin détente,2,1 375,"19400 Rue Du Sulky h96, Pierrefonds, QC H9K 0A6, Canada",2 095,45.4555716,-73.9053873,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/3-bedroom-luxury-condo-near-water-in-pierrefonds/1577408809
1176,Condo, 3 1/2 et coin détente,1,700,"1288 Av. des Canadiens-de-Montréal, Montréal, QC H3C 1B3, Canada",1 950,45.4958297,-73.5702813,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-1-den-tour-des-canadiens-phase-1-for-rent/1581842749
1177,Condo,4 1/2,1,1 050,"2990 Boulevard Saint-Martin O, Laval, QC H7T 2J2, Canada",1 690,45.558998,-73.7435489,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/septembre-gratuit-condo-neuf-4-1-2-a-louer/1581840379
1178,Condo,3 1/2,1,500,"Mountain Sights, H4P0B6, Montréal, QC",1 275,45.4927947,-73.6457968,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-et-demi-a-louer-transfert-de-bail-a-partir-doctobre/1580519402
1179,Condo,3 1/2,1,550,"1284 Rue Sherbrooke E, Montréal, QC H2L 1M1, Canada",1 400,45.5234719,-73.5650851,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-condo-neuf-semi-sous-sol-plateau-face-parc-lafontaine/1577533118
1180,Condo,3 1/2,1,550,"1284 Rue Sherbrooke E, Montréal, QC H2L 1M1, Canada",1 400,45.5234719,-73.5650851,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-condo-meuble-1-chambre-plateau-face-parc-lafontaine/1577531231
1181,Condo,4 1/2,1,700,"1188 Avenue Union Bureau 100, Montréal, QC H3B 0E5, Canada",1 850,45.5027952,-73.5676897,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-4-tom-condos-downtown-montreal-aug-2021/1571685595
1182,Condo,6 1/2,1,Non,"6403 rue de Bordeaux, Petite-Patrie Montréal, QC, H2G 2R9",1 670,45.5447504,-73.5943204,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/superbe-appartement-condo-6-1-2-renove-2-chambres-haut-de-duplex/1581833220
1183,Condo,3 1/2,1,532,"412 Rue de l'Inspecteur, Montréal, QC H3C 4A8, Canada",1 400,45.4968393,-73.561913,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/griffintown-3-chambre-ferme-closed-bedroom/1580742561
1184,Condo,4 1/2,1.5,1 032,"Rue Sherbrooke E, Montréal, QC H1A 5M7, Canada",1 350,45.679102,-73.5019672,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-2-cac-pointe-aux-trembles-anjou-riviere-des-praieries/1577746007
1185,Condo,4 1/2,1,829,"1140 Wellington, H3C1V8, Montreal, QC",1 900,45.4923929,-73.5575996,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-to-rent-in-the-heart-of-griffintown/1577702708
1186,Condo,4 1/2,1,1 150,"125 Rue Jean de la Londe, Baie-d'Urfé, QC H9X 3T8, Canada",1 650,45.4159164,-73.9226025,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/condo-for-rent-2-bedrooms-baie-durfe/1577728076
1187,Condo,3 1/2,1,476,"5200 Av. Gatineau, Montréal, QC H3T 1W9, Canada",1 350,45.4962589,-73.6201908,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-for-rent/1577726872
1188,Condo,4 1/2,2,976,"3588 Boul Henri-Bourassa O, Saint-Laurent, QC H4R, Canada",1 999,45.5119644,-73.7236509,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-condo-luxieux-a-louer/1577721057
1189,Condo,4 1/2,1,800,"H3C2A5, Canada",1 970,45.4913824,-73.5604471,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/brand-new-2-bed-1-bath-condo-unit/1577709376
1190,Condo, 5 1/2 et coin détente,1,1 000,"J4W2W3, Canada",1 450,45.4698368,-73.4731641,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-a-brossard-a-louer/1577702901
1191,Condo, 3 1/2 et coin détente,1,600,"3480 Rue Simpson, Montréal, QC H3G 2N7, Canada",1 390,45.4980463,-73.5842004,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/downtown-1-bedroom-condo-nice-citys-view-utilities-included/1577699243
1192,Condo,5 1/2,2,1 330,"5175 AVENUE DE COURTRAI, H3W0A9, MONTRÉAL, QC",3 000,45.4943494,-73.6485326,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/brand-new-westbury-condo-5-1-2-for-rent-1-parking-included/1577695948
1193,Condo,4 1/2,1,942,"Saint-Antoine OLenoir, Montreal H4C1E1 QC, Canada",1 690,45.47635,-73.591576,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lovely-and-spacious-4-1-2-condo-in-st-henri/1565227452
1194,Condo,4 1/2,1,942,"Saint-Antoine OLenoir, Montreal H4C1E1 QC, Canada",1 590,45.47635,-73.591576,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-4-1-2-for-rent-in-saint-henri/1566951719
1195,Condo,4 1/2,1.5,1 250,"Rue Louis-Joseph Papineau, Cowansville, QC, Canada, J2K0E4",1 150,45.1909862,-72.7512154,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-neuf-4-1-2-nouvelle-construction/1577644759
1196,Condo,4 1/2,2,1 302,"201 Chem. du Golf, Verdun, QC H3E 1Z4, Canada",2 600,45.4672044,-73.546734,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedrooms-2-bathrooms-condo-for-rent-in-nuns-island/1577616573
1197,Condo,4 1/2,2,944,"6850 Blvd. Newman, LaSalle, QC H8N 0G6, Canada",1 600,45.4499907,-73.6070105,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/wonderful-view-14th-floor-corner-with-2-bed-2-bath-new-condo/1577588834
1198,Condo, 4 1/2 et coin détente,1,88,"16045 Rue Eugénie-Tessier, Montréal, QC H1A 0A2, Canada",1 250,45.6944045,-73.490235,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer-pat-4-1-2-2-belles-chambres/1577589444
1199,Condo,3 1/2,1,600,"3535 Avenue Papineau, Montréal, QC H2K 4J9, Canada",1 360,45.5292442,-73.5660134,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-furnished-condo-facing-park-lafontaine-au-plateau/1577581866
1200,Condo, 6 1/2 et coin détente,2,1,"777 Rue Saint-Alexandre, Longueuil, QC J4H 3G7, Canada",1 500,45.5349439,-73.4992062,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-sur-deux-niveaux-a-louer/1577580465
1201,Condo,4 1/2,1,873,"Boulevard Angrignon, H8N 0E8, Lasalle, QC",1 500,45.4498676,-73.6176946,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-4-5-to-rent-at-angrignon/1576817664
1202,Condo,4 1/2,1,890,", h2j4g6, montreal, QC, Canada",1 800,45.5322918,-73.5927338,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-condo-a-louer-metro-laurier-meuble-1800/1568164369
1203,Condo,4 1/2,2,969,"5445 Rue de Meudon, Montréal, QC H1S 0B8, Canada",1 695,45.5822681,-73.5851662,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/for-rent-condo-4-1-2-st-leonard-a-louer/1577555009
1204,Condo,3 1/2,1,620,"1085 R. Smith, Montréal, QC H3C 0L9, Canada",1 640,45.4926477,-73.5566698,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-fully-furnished-1bdr-condo-in-the-heart-of-griffintown/1577549972
1205,Condo,3 1/2,1,520,"400 Rue de l'Inspecteur, Montréal, QC H3C 4A8, Canada",1 300,45.4962955,-73.5609175,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-a-louer-griffintown-dispo-1er-septembre-garage-option/1577546041
1206,Condo,4 1/2,1,1 010,"J4v3r3, Canada",1 800,45.4823524,-73.4516069,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-luxueux-a-louer/1577545102
1207,Condo,5 1/2,3,1 395,"5905 Bd du Quartier, Brossard, QC J4Z, Canada",3 200,45.4489839,-73.4307789,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/rental-luxury-condo/1577541354
1208,Condo,3 1/2,1,680,"350 Boulevard de Maisonneuve O, Montréal, QC H3A 1L6, Canada",1 550,45.5069019,-73.5689657,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-de-luxe-louis-boheme-coin-bleury-et-maisonneuve/1577520941
1209,Condo,4 1/2,1,750,"H2T1W1, Canada",1 200,45.5220001,-73.5871423,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/41-2-plateau-mont-royal-deja-loue/1577513755
1210,Condo, 1 ½ ou 2 ½,1,600,"4041 Avenue de Vendôme, Montréal, QC H4A 3N2, Canada",1 100,45.4794849,-73.6145715,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cozy-furnished-studio-on-the-hills-in-montreal/1577512469
1211,Condo,4 1/2,1,916,"6760 Blvd. Newman, LaSalle, QC H8N 2S3, Canada",1 795,45.4509234,-73.6063486,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-apartment-lasalle-6760-blvd-newman-lasalle-h8n-0g2/1577511408
1212,Condo,4 1/2,1,916,"6760 Blvd. Newman, LaSalle, QC H8N 2S3, Canada",1 795,45.4509234,-73.6063486,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-apartment-lasalle-6760-blvd-newman-lasalle-h8n-0g2/1577511318
1213,Condo,3 1/2,1,650,"Rue de Lunan, Brossard, QC J4Z, Canada",1 422,45.4277896,-73.4478302,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/31-2-tout-inclus/1577510843
1214,Condo, 4 1/2 et coin détente,2,893,"1310 Rue Ottawa, Montréal, QC H3C 0W9, Canada",2 455,45.4916885,-73.5610822,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/griffintown-cession-de-bail-41-2-den/1577478306
1215,Condo,4 1/2,1,600,"7400 Rue Sherbrooke Ouest, Montréal, QC H4B 1R8, Canada",1 285,45.4553054,-73.6408026,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-transfert-de-bail-grand-4-1-2-eau-chaude-chauffage/1577488341
1216,Condo,4 1/2,1,Non disponible,"192 Dubé, Montréal-Est, QC, H1B 4X2",1 325,45.6335425,-73.5048002,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-a-louer-occupation-immediate/1575367412
1217,Condo,5 1/2,1,Non disponible,"281, L'ASSOMPTION, QC, J5W 3B3",1 375,45.830185,-73.4250414,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/tres-grands-5-lassomption-a-louer-pour-le-1er-novembre-2021/1580338318
1218,Condo, 3 1/2 et coin détente,1,700,"8500 Rue Raymond Pelletier, Montréal, QC H2M 0A3, Canada",1 450,45.5514153,-73.6311372,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-appartement-a-louer-ahuntsic-andre-grasset/1577093423
1219,Condo,3 1/2,1,Non disponible,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 350,45.5001117,-73.5597466,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-downtown-griffintown-prime-location-1-month-free/1505757506
1220,Appartement,4 1/2,1,Non disponible,"5XX TAILLON, MONTREAL, QC, H1L 4T3",950,45.6061661,-73.5156026,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/mercier-4-rdc-chauffer-eau-chaude/1582212434
1221,Appartement,3 1/2,1,700,"2010 Rue Montcalm, Montréal, QC H2L 3H7, Canada",1 200,45.5211146,-73.5627149,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-condo-3-1-2-avec-terrasse-privee/1582213838
1222,Appartement,3 1/2,1,600,"Montréal, QC H1Y2A5, Canada",1 100,45.5448017,-73.5715015,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/rosemont-3-1-2-non-fumeur-sans-animaux-tout-renove-adjacent-parc/1582213786
1223,Appartement, 1 ½ ou 2 ½,1,250,"16405 Av. Bourdages S, Saint-Hyacinthe, QC J2T 4G9, Canada",650,45.6165772,-72.9436491,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-2-5-semi-meuble-ste-hyacinthe/1582213663
1224,Appartement,3 1/2,1,800,"4125 Rue Parthenais, Montréal, QC H2K 3T8, Canada",1 100,45.5338825,-73.5650489,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-3-5-dans-le-plateau/1479108772
1225,Appartement,4 1/2,1,900,"Boul Henri-Bourassa E, Montréal-Nord, QC H1G 2V5, Canada",995,45.6101905,-73.6096611,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-4-5-in-montreal-nord-now-all-included/1546173365
1226,Appartement,3 1/2,1,800,"6445 Boul Henri-Bourassa E, Montréal-Nord, QC H1G 6E3, Canada",895,45.6101853,-73.6105364,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-3-5-in-montreal-nord-now-all-included/1546174184
1227,Appartement, 1 ½ ou 2 ½,1,600,"4125 Rue Parthenais, Montréal, QC H2K 3T8, Canada",725,45.5338825,-73.5650489,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-2-5-in-plateau-all-included-last-month-free/1346623384
1228,Appartement,3 1/2,1,652,"1650, rue Émile-Bouchard, Vaudreuil-Dorion, QC, J7V 0B8",1 090,45.3964756,-74.0513171,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/3-neuf-a-louer-pres-de-la-gare-a-partir-de-1090-mois/1576353617
1229,Appartement,4 1/2,1,1 000,"64XX ROSEMONT, Montréal, QC, H1M 3B1",1 250,45.5616476,-73.5751786,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-renove-bijoux-totalement-renove-langelier/1582207443
1230,Appartement, 1 ½ ou 2 ½,1,900,"6186 Notre dame de Grace, Montreal H4B 1K8 QC, Canada",1 050,45.4674423,-73.6239542,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-apartment-ndg-near-beaconsfield/1568204855
1231,Appartement, 1 ½ ou 2 ½,1,Non disponible,"710-A 12e Avenue, Lachine, QC, H8S 3J4",875,45.4426408,-73.6746175,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-1-2-propre-et-renove-a-louer-maintenant-a-lachine-montreal/1579161943
1232,Appartement, 1 ½ ou 2 ½,1,Non,"6866-6870 Boulevard Monk, Montréal, QC, H4E 3J3",680,45.450363,-73.592723,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/tres-beau-2-a-ville-emard-sud-ouest-a-cote-du-metro-monk/1581225700
1233,Appartement,3 1/2,1,Non,"1085 Rue Smith, Montréal – Griffintown, Griffintown, QC, H3C 0L9",1 425,45.4926477,-73.5566698,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-maintenant-a-montreal-griffintown-5-electros/1576800869
1234,Appartement,4 1/2,1,Non disponible,"5514 Cartier, Montreal, QC, H2H 1X9",1 250,45.5383442,-73.5845354,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-plateau-mont-royal-montreal-a-louer-maintenant/1563408689
