,type,bedroom,bathroom,size(sqft),address,price,address,url
1401,Appartement, 1 ½ ou 2 ½,1,350,"2495 Rue Rachel E, Montréal, QC H2H 1R9, Canada",730,"2495 Rue Rachel E, Montr�al, QC H2H 1R9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-studio-disponible-maintenant-730/1581246806
1402,Appartement,5 1/2,1,900,"De Lorimier, Montréal H2H 2C2 QC, Canada",1 400,"De Lorimier, Montr�al H2H 2C2 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/a-louer-5-1-2/1575479669
1403,Appartement,5 1/2,1,1 500,"100 Cartier Ouest, H7N 2H5, Laval, QC",1 300,"100 Cartier Ouest, H7N 2H5, Laval, QC",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/grand-appartement-5-1-2-metro-cartier-laval/1581246012
1404,Appartement,4 1/2,1,750,"8135 Bd de l'Acadie, Montréal, QC H3N 2W3, Canada",1 000,"8135 Bd de l'Acadie, Montr�al, QC H3N 2W3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-4-1-2-with-backyard/1581245802
1405,Appartement,3 1/2,1,600,"3333 rue Jean-Talon O, H3r2g1, montreal, QC",Sur,"3333 rue Jean-Talon O, H3r2g1, montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lease-transfer:-apartment-3-1-2-in-mtr-school-distric/1581217468
1406,Appartement,3 1/2,1,650,"1342 Martineau, H2L 2B7, Montreal, QC",1 475,"1342 Martineau, H2L 2B7, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-2-level-31-2-apt-downtown-village-all-incl-1475/1581245066
1407,Appartement,4 1/2,1,1,"3889 Rue Adam, Montréal, QC H1W 1Z7, Canada",1 115,"3889 Rue Adam, Montr�al, QC H1W 1Z7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-41-2-hochelaga-metro-joliette/1581241222
1408,Appartement,3 1/2,1,610,"Pl. de Darlington, Montréal, QC H3S 1L4, Canada",925,"Pl. de Darlington, Montr�al, QC H3S 1L4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-2-pres-de-lhopital-sainte-justine-hec-libre-renove/1581241113
1409,Appartement,3 1/2,1,610,"Pl. de Darlington, Montréal, QC H3S 1L4, Canada",925,"Pl. de Darlington, Montr�al, QC H3S 1L4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-1-2-pres-de-hec-hopital-sainte-justine-libre-renove/1581239311
1410,Appartement, 5 1/2 et coin détente,1,100,"H3M1L3, Canada",800,"H3M1L3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-3-1-2-a-louer-a-partir-de-decembre/1581239250
1411,Appartement,3 1/2,1,695,", Montreal  H1X 3M1 QC, Canada",1 050,", Montreal  H1X 3M1 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-dans-les-shop-angus/1581237605
1412,Appartement,3 1/2,1,600,", montreal h2t1c1 QC",780,", montreal h2t1c1 QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/echange-de-bail-4-1-2-mile-ex-780-mois/1572470241
1413,Appartement, 3 1/2 et coin détente,1,1 000,"1309 St-Joseph, H2J 1M1, Montreal, QC",1 680,"1309 St-Joseph, H2J 1M1, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-3-1-2-4-1-2-a-louer-sur-le-boulevard-st-joseph-est/1581234712
1414,Appartement, 1 ½ ou 2 ½,1,1,"4200 Bd Edouard-Montpetit, Montréal, QC H3T 1L2, Canada",615,"4200 Bd Edouard-Montpetit, Montr�al, QC H3T 1L2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bright-clean-2-apartment-well-situated-615-00/1581234236
1415,Duplex/Triplex, 7 1/2 +,2,1 900,"H3S2K6, Canada",3 200,"H3S2K6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/haut-de-duplex-deluxe-entierement-renove-ete-2021/1580681135
1416,Duplex/Triplex, 1 ½ ou 2 ½,1,1 200,"8964 Rue Lajeunesse, Montréal, QC H2M 1R9, Canada",600,"8964 Rue Lajeunesse, Montr�al, QC H2M 1R9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/athunsic-cartierville-600-ch/1572169626
1417,Duplex/Triplex, 4 1/2 et coin détente,1,900,"1475 Regent Rd, Mount Royal, QC H3P, Canada",1 800,"1475 Regent Rd, Mount Royal, QC H3P, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/upper-duplex-in-central-tmr-haut-de-duplex-central-a-vmr/1580651392
1418,Duplex/Triplex,4 1/2,1,900,"447 Chem. Bord-du-Lac, Dorval, QC H9S 2A7, Canada",895,"447 Chem. Bord-du-Lac, Dorval, QC H9S 2A7, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/51-2-for-rent-dorval/1580649276
1419,Duplex/Triplex,5 1/2,1,1 000,"134 Hillcrest, H8r 1j4, Montreal, QC",1 295,"134 Hillcrest, H8r 1j4, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-295-1br-1000ft2-5-1-2-3-bed-3-cac-ndg-october-novembe/1580629265
1420,Duplex/Triplex,5 1/2,2,1 500,"5537 Boulevard rosemont, H1T 2G8, Montreal, QC",2 000,"5537 Boulevard rosemont, H1T 2G8, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-5-1-2-a-louer-nouveau-rosemont/1580622480
1421,Duplex/Triplex, 4 1/2 et coin détente,1.5,1 250,"H4A2Y5, Canada",1 900,"H4A2Y5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-2br-2-offices-balcony-laundry-and-appliances-included/1580616688
1422,Duplex/Triplex,5 1/2,1,1 200,"11567 Av. Racette, Montréal-Nord, QC H1G 5J4, Canada",1 500,"11567 Av. Racette, Montr�al-Nord, QC H1G 5J4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-5-1-2-a-louer-ayez-tous-les-avantages-d-une-maison-sans-le/1580609421
1423,Duplex/Triplex, 4 1/2 et coin détente,1,1 200,"Rue Dawn, Montréal, QC H8R 2Y4, Canada",1 300,"Rue Dawn, Montr�al, QC H8R 2Y4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-haut-de-duplex/1580604858
1424,Duplex/Triplex,4 1/2,1,850,"2587 Boul des Trinitaires, Montréal, QC H4E 2R6, Canada",1 170,"2587 Boul des Trinitaires, Montr�al, QC H4E 2R6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/new-renovated-4-1-2-second-floor-of-triplex/1580589798
1425,Duplex/Triplex,4 1/2,1,850,"2587 Boul des Trinitaires, Montréal, QC H4E 2R6, Canada",1 250,"2587 Boul des Trinitaires, Montr�al, QC H4E 2R6, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/renove-4-1-2-du-triplex-angrignon/1580587541
1426,Duplex/Triplex,5 1/2,1,800,"64 Rue Villeneuve E, Montréal, QC H2T 1K9, Canada",1 600,"64 Rue Villeneuve E, Montr�al, QC H2T 1K9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/plateau-3bedroom-apartment-for-rent-furnished-1600/1580575828
1427,Duplex/Triplex,5 1/2,1,770,"2135 Rue Jolicoeur, Montréal, QC H4E 1X7, Canada",1 290,"2135 Rue Jolicoeur, Montr�al, QC H4E 1X7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/close-metro-monk-6-1-2-for-rent/1580551326
1428,Duplex/Triplex, 4 1/2 et coin détente,1,800,"10563 Rue Sophie-de-Grouchy, Montréal, QC H1C 2E7, Canada",1 500,"10563 Rue Sophie-de-Grouchy, Montr�al, QC H1C 2E7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-4-1-2-style-condo/1580554823
1429,Duplex/Triplex,5 1/2,1,850,"Montreal, verdun H4G 1W2 QC, Canada",1 300,"Montreal, verdun H4G 1W2 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/big-51-2-apartment-close-the-metro-for-rent-1300/1580553191
1430,Duplex/Triplex,5 1/2,1,850,"Rue Wellington, Verdun, QC H4G 1W2, Canada",1 300,"Rue Wellington, Verdun, QC H4G 1W2, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/big-51-2-apartment-deside-metro-de-leglise-for-rent-1300/1580552458
1431,Duplex/Triplex,5 1/2,1,1 200,"1722 Rue Hartenstein, Saint-Laurent, QC H4L 2N9, Canada",1 700,"1722 Rue Hartenstein, Saint-Laurent, QC H4L 2N9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-5-1-2-large-including-heating-for-rental/1580547588
1432,Duplex/Triplex,5 1/2,1,1 200,"1722 Rue Hartenstein, Saint-Laurent, QC H4L 2N9, Canada",1 700,"1722 Rue Hartenstein, Saint-Laurent, QC H4L 2N9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-5-1-2-large-including-heating-for-rental/1580547416
1433,Duplex/Triplex,5 1/2,1,1,", J7E 5H2, Sainte-Thérèse, QC, Canada",Sur,", J7E 5H2, Sainte-Th�r�se, QC, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/5-1-2-a-louer-disponible-september-octobre/1580532018
1434,Duplex/Triplex, 7 1/2 +,2.5,1 750,"4972 Victoria, H3W 2N3, Montreal, QC",Sur,"4972 Victoria, H3W 2N3, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/11-bas-lower-duplex-4972-victoria-pres-adjacent-westmount/1579104986
1435,Duplex/Triplex, 4 1/2 et coin détente,1,3 000,"519 5e Avenue, Pointe-aux-Trembles, QC H1B 4L9, Canada",1 300,"519 5e Avenue, Pointe-aux-Trembles, QC H1B 4L9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-4-2-salle-de-jeu/1578209354
1436,Duplex/Triplex,5 1/2,1,900,"8451 12e Avenue, Montréal, QC H1Z 3H9, Canada",1 250,"8451 12e Avenue, Montr�al, QC H1Z 3H9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-et-demi-duplex/1580218097
1437,Duplex/Triplex,5 1/2,1,500,", Montréal H1S 2S2 QC, Canada",600,", Montr�al H1S 2S2 QC, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-a-partager-pres-de-tout-les-services-a-pieds/1580207602
1438,Duplex/Triplex,3 1/2,1,600,"1693 Rue le Royer, Laval, QC H7M 2R6, Canada",875,"1693 Rue le Royer, Laval, QC H7M 2R6, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/3-1-2-a-louer-vimont-laval/1580200285
1439,Duplex/Triplex,3 1/2,1,806,"Rue d'Iberville, Montréal, QC H1Z 2R7, Canada",1 100,"Rue d'Iberville, Montr�al, QC H1Z 2R7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-apartment-3-1-2-a-louer/1580184534
1440,Duplex/Triplex,6 1/2,1,1,"4641 Rue Clark, Montréal, QC H2T 2T3, Canada",Sur,"4641 Rue Clark, Montr�al, QC H2T 2T3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/6-1-2-a-louer-sur-le-plateau-mont-royal/1580187641
1441,Duplex/Triplex,3 1/2,1,1,"465 Rue Saint-Luc, Laval, QC H7N 4Y1, Canada",Sur,"465 Rue Saint-Luc, Laval, QC H7N 4Y1, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/tres-jolie-31-2/1580186809
1442,Duplex/Triplex, 5 1/2 et coin détente,1.5,1 300,", H3W1W1, Montreal, QC",2 500,", H3W1W1, Montreal, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-bedrooms-1-office-1-bathroom-1-powder-room-upper-duplex/1580184028
1443,Duplex/Triplex, 4 1/2 et coin détente,1,1 400,"H8P1V5, Canada",1 400,"H8P1V5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-den-in-lasalle/1580175725
1444,Duplex/Triplex,3 1/2,1,600,"6071 15e Avenue, Montréal, QC H1X 2V3, Canada",865,"6071 15e Avenue, Montr�al, QC H1X 2V3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-for-rent-in-rosemont/1580175440
1445,Duplex/Triplex,3 1/2,1,1 463,"7940 Rue Prévert, Mirabel, QC J7N 1V4, Canada",900,"7940 Rue Pr�vert, Mirabel, QC J7N 1V4, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/rentier-ou-salarier-appartement-a-louer-mirabel-reduit-1000-a/1576590193
1446,Duplex/Triplex, 5 1/2 et coin détente,2,1 500,"3325 Rue de l'Université, Saint-Hubert, QC J3Y 5R3, Canada",1 950,"3325 Rue de l'Universit�, Saint-Hubert, QC J3Y 5R3, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-a-louer-st-hubert/1581743834
1447,Duplex/Triplex,4 1/2,1,950,"A Baldwin, H1K3C5, Anjou, QC",900,"A Baldwin, H1K3C5, Anjou, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/anjou-4-1-2-a-louer/1576356413
1448,Duplex/Triplex,6 1/2,1,1 000,", Chateauguay J6K 4P8 QC, Canada",1 600,", Chateauguay J6K 4P8 QC, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/6-1-2-a-chateauguay/1580149058
1449,Duplex/Triplex,6 1/2,1,900,"736 12e Avenue, Lachine, QC H8S 3J4, Canada",1 675,"736 12e Avenue, Lachine, QC H8S 3J4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1558077601
1450,Duplex/Triplex,6 1/2,1,900,"736 12e Avenue, Lachine, QC H8S 3J4, Canada",1 675,"736 12e Avenue, Lachine, QC H8S 3J4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-a-louer/1563081397
1451,Duplex/Triplex,5 1/2,1,1 000,"4834 R. Mackenzie, Montréal, QC H3W 1B3, Canada",1 750,"4834 R. Mackenzie, Montr�al, QC H3W 1B3, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/large-clean-5-1-2-near-cote-des-neige-metro/1580133181
1452,Duplex/Triplex,3 1/2,1,550,", H1X 2G7, ROSEMONT PETITE PATRIE, QC",980,", H1X 2G7, ROSEMONT PETITE PATRIE, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-2-tout-compris-ideal-pour-celibataire-ou-un-couple/1580120851
1453,Duplex/Triplex, 5 1/2 et coin détente,1,960,"Av. Athènes, Brossard, QC J4Z 2W2, Canada",1 295,"Av. Ath�nes, Brossard, QC J4Z 2W2, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/5-1-2-brossard-3-bed-room-15-minut-mtl-3-plex-1ierseptembre/1580118577
1454,Condo,4 1/2,1,1 100,", J6E8Y8, St Charles de borrome, QC",1 405,", J6E8Y8, St Charles de borrome, QC",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-a-louer/1580389428
1455,Condo,6 1/2,2,1 550,"6700 Henri-Bourassa, Saint-Laurent, QC, H4R 0G2",2 500,"6700 Henri-Bourassa, Saint-Laurent, QC, H4R 0G2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-bed-2-bathroom-2-indoor-garage-in-bois-franc/1580386802
1456,Condo,5 1/2,1,950,"4460 Rue Rivard, Montréal, QC H2J 2M9, Canada",1 615,"4460 Rue Rivard, Montr�al, QC H2J 2M9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/au-coeur-du-plateau-mont-royal-en-face-du-metro-2-cac/1569751576
1457,Condo,3 1/2,1,624,"1101 Rue Wellington, Montréal, QC H3C 1V9, Canada",1 676,"1101 Rue Wellington, Montr�al, QC H3C 1V9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/lumineux-appartement-3-1-2-griffintown-cession-de-bail-1er-sept/1580381505
1458,Condo,4 1/2,2,1 125,"730 NOTRE-DAME, J6A2X3, REPENTIGNY, QC",2 400,"730 NOTRE-DAME, J6A2X3, REPENTIGNY, QC",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-4-1-2-a-sous-louer-730-notre-dame-repentigny/1580379283
1459,Condo,3 1/2,1,535,"1200 Rue Saint-Jacques, Montréal, QC H3C 0E9, Canada",1 450,"1200 Rue Saint-Jacques, Montr�al, QC H3C 0E9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/location-location-location-one-bedroom-ville-marie/1580266597
1460,Condo,4 1/2,2,950,"5388 Boul Henri-Bourassa O, Saint-Laurent, QC H4R, Canada",1 975,"5388 Boul Henri-Bourassa O, Saint-Laurent, QC H4R, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/bois-franc-st-laurent-brand-new-wilfrid-condo-2-bdr-2-bath/1580375097
1461,Condo,4 1/2,2,980,"3653 avenue Jean-Béraud, Laval Chomedey, QC, H7T 2X2",1 960,"3653 avenue Jean-B�raud, Laval Chomedey, QC, H7T 2X2",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/rubis-par-marquise-condominiums-locatifs-cle-en-main-2-cac/1580360107
1462,Condo,4 1/2,2,1 208,"3035 Boul Notre-Dame, Laval, QC H7V 0B2, Canada",Sur,"3035 Boul Notre-Dame, Laval, QC H7V 0B2, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-pour-retraites-55ans-residence-boise-notre-dame-a-laval/1580364019
1463,Condo,5 1/2,2,1 253,"3653 avenue Jean-Béraud, Laval Chomedey, QC, H7T 2X2",2 869,"3653 avenue Jean-B�raud, Laval Chomedey, QC, H7T 2X2",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/rubis-par-marquise-penthouse-neuf-a-louer-centre-ville-laval/1580360071
1464,Condo,4 1/2,1,Non,"3440 boul. Saint-Elzéar Ouest, Laval Chomedey, QC, H7P 0M1",1 914,"3440 boul. Saint-Elz�ar Ouest, Laval Chomedey, QC, H7P 0M1",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/4-1-2-neuf-a-louer-des-maintenant-derriere-le-marche-440-laval/1580353571
1465,Condo,4 1/2,1,Non,"3440 boul. Saint-Elzéar Ouest, Laval Chomedey, QC, H7P 0M1",2 276,"3440 boul. Saint-Elz�ar Ouest, Laval Chomedey, QC, H7P 0M1",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-neuf-2-chambres-a-louer-condos-market-laval/1580353520
1466,Condo,4 1/2,1,Non,"3440 boul. Saint-Elzéar Ouest, Laval Chomedey, QC, H7P 0M1",1 948,"3440 boul. Saint-Elz�ar Ouest, Laval Chomedey, QC, H7P 0M1",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-2-chambres-2-balcons-951-pi2-1-948-par-mois-chomedey/1580353519
1467,Condo,4 1/2,1,Non,"3440 boul. Saint-Elzéar Ouest, Laval Chomedey, QC, H7P 0M1",2 000,"3440 boul. Saint-Elz�ar Ouest, Laval Chomedey, QC, H7P 0M1",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/habitats-locatifs-projet-condos-market-de-laval-4-1-2-neuf/1580353542
1468,Condo,3 1/2,1,550,"190 Rue Murray, Montréal, QC H3C 2C7, Canada",1 700,"190 Rue Murray, Montr�al, QC H3C 2C7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/fully-un-furnished-3-1-2-condo-with-the-view-in-griffintown/1580353367
1469,Condo, 3 1/2 et coin détente,1,580,"1050 Av Amesbury, H3H 2S5, Montréal, QC",1 525,"1050 Av Amesbury, H3H 2S5, Montr�al, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer-to-rent/1580350719
1470,Condo,4 1/2,1.5,691,"350 Rue Eleanor, Montréal, QC H3C 0T5, Canada",1 850,"350 Rue Eleanor, Montr�al, QC H3C 0T5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/urban-townhouse-condo-for-rent-a-louer-griffintown/1580346306
1471,Condo, 1 ½ ou 2 ½,1,562,"1013 Mnt Champagne, Laval, QC H7X 0C2, Canada",1 270,"1013 Mnt Champagne, Laval, QC H7X 0C2, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/loft-a-louer-a-ste-dorothee-gym-piscine-luxe-2-stationnement/1581612797
1472,Condo,4 1/2,1,900,"Syndicat de la copropriété Côté Ouest, 4950 Rue de la Savane, Montréal, QC H4P 1T7, Canada",1 500,"Syndicat de la copropri�t� C�t� Ouest, 4950 Rue de la Savane, Montr�al, QC H4P 1T7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer/1576647052
1473,Condo,4 1/2,1,Non disponible,"192 Dubé, Montréal-Est, QC, H1B 4X2",1 325,"192 Dub�, Montr�al-Est, QC, H1B 4X2",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-a-louer-occupation-immediate/1575367412
1474,Condo,3 1/2,1,675,"1050 Rue Drummond, Montréal, QC H3C 0G3, Canada",2 450,"1050 Rue Drummond, Montr�al, QC H3C 0G3, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/do-you-enjoy-luxury-one-bedroom-condo-at-lavenue/1579575136
1475,Condo,3 1/2,1,Non disponible,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",1 350,"688 Rue Notre-Dame Ouest, Montreal, QC, H3W 1J4",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-downtown-griffintown-prime-location-1-month-free/1505757506
1476,Condo, 1 ½ ou 2 ½,1,562,"1013 Mnt Champagne, Laval, QC H7X 0C2, Canada",1 270,"1013 Mnt Champagne, Laval, QC H7X 0C2, Canada",https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/loft-a-louer-a-ste-dorothee-gym-piscine-luxe-2-stationnement/1581612797
1477,Condo, 4 1/2 et coin détente,1,1 000,"10355 Ave de Bois-de-Boulogne, Montreal, QC H4N 1L5, Canada",910,"10355 Ave de Bois-de-Boulogne, Montreal, QC H4N 1L5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahuntsic-3-5-4-4-5-5-en-beton-luxe/1578051593
1478,Condo,3 1/2,1,888,"1551 Rue Centre, Montréal, QC H3K 1H5, Canada",1 450,"1551 Rue Centre, Montr�al, QC H3K 1H5, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-for-rent-in-griffintown-condo-a-loue-pres-de-griffintown/1577050223
1479,Condo, 4 1/2 et coin détente,1,970,"7815 Av. Niagara #3, Brossard, QC J4Y 1R2, Canada",1 350,"7815 Av. Niagara #3, Brossard, QC J4Y 1R2, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/big-two-bedroom-for-rent-grand-4-a-louer-brossard/1582057826
1480,Condo,3 1/2,1,635,"360 Boulevard René-Lévesque O, Montréal, QC H2Z 1L9, Canada",1 715,"360 Boulevard Ren�-L�vesque O, Montr�al, QC H2Z 1L9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-condo-unit-in-downtown-montreal/1580214229
1481,Condo,4 1/2,2,903,"101 Rue Murray, Montréal, QC H3C 0T4, Canada",2 163,"101 Rue Murray, Montr�al, QC H3C 0T4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-chambres-et-2-salles-et-de-bain-appartement-4-1-2-griffintown/1580205799
1482,Condo, 4 1/2 et coin détente,2,1 022,"7525 Ave Mountain Sights, Montréal, QC H4P 0A4, Canada",2 450,"7525 Ave Mountain Sights, Montr�al, QC H4P 0A4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/penthouse-at-2-floors-for-rent/1580204612
1483,Condo,4 1/2,1,712,"5425 R. Saint-Denis, Montréal, QC H2J 4B7, Canada",1 670,"5425 R. Saint-Denis, Montr�al, QC H2J 4B7, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-chambres-a-coucher-1-salle-de-bain-appartement/1580203645
1484,Condo,4 1/2,2,1 000,"4175 Boul Saint-Jean, Dollard-des-Ormeaux, QC H9G 3C7, Canada",1 700,"4175 Boul Saint-Jean, Dollard-des-Ormeaux, QC H9G 3C7, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/west-island-ddo-2-beds-2-baths-condo/1580201534
1485,Condo,3 1/2,1,650,"1 Boulevard de Maisonneuve O, Montréal, QC H2X 2R4, Canada",1 700,"1 Boulevard de Maisonneuve O, Montr�al, QC H2X 2R4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-neuf-metro-st-laurent/1580187512
1486,Condo,3 1/2,1,760,"Rue Charpentier, Brossard, QC J4Z, Canada",1 250,"Rue Charpentier, Brossard, QC J4Z, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-a-louer-brossard-3-1-2-secteur-c/1580184791
1487,Condo,5 1/2,1,452,"3451 Rue Mance, Saint-Hubert, QC J4T 2J6, Canada",1 500,"3451 Rue Mance, Saint-Hubert, QC J4T 2J6, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/condo-a-louer-3451-rue-mancelongueuil-saint-hubert/1580161274
1488,Condo,3 1/2,1,700,"7200 Av. M B Jodoin, Anjou, QC H1J 2R4, Canada",1 070,"7200 Av. M B Jodoin, Anjou, QC H1J 2R4, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-condo-3-1-2-a-louer-a-anjou/1580156048
1489,Maison,6 1/2,3,2 200,"147 Rue Roger-Pilon, Dollard-des-Ormeaux, QC H9B 1A9, Canada",2 750,"147 Rue Roger-Pilon, Dollard-des-Ormeaux, QC H9B 1A9, Canada",https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/house-for-rent-in-dollard-des-ormeaux-ddo/1579624305
1490,Maison, 5 1/2 et coin détente,1.5,3 000,"4881 Grand Blvd., Montréal, QC H3X 3S1, Canada",1 785,"4881 Grand Blvd., Montr�al, QC H3X 3S1, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-house-1785-month-3bedrooms-1-5bath/1579583504
1491,Maison, 5 1/2 et coin détente,2,4 000,"5824 Rue Auclair, Brossard, QC J4Z 1J9, Canada",2 100,"5824 Rue Auclair, Brossard, QC J4Z 1J9, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/brossard-neighborhood-a-house-for-rent-4-2bath-2100-month/1579572840
1492,Maison,6 1/2,1.5,2 000,"1790 Rue Talleyrand, Brossard, QC J4W 2J2, Canada",2 300,"1790 Rue Talleyrand, Brossard, QC J4W 2J2, Canada",https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/brossard-bungalow-for-rent/1581608744
1493,Maison, 7 1/2 +,2,2 110,"Bd Rivière-des-Prairies, Pointe-aux-Trembles, QC H1C, Canada",2 800,"Bd Rivi�re-des-Prairies, Pointe-aux-Trembles, QC H1C, Canada",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grande-maison-unifamiliale-a-louer/1579571399
1494,Maison,6 1/2,1,1 776,"3791 rue Martial Martial, H1H1W3, Montreal-nord, QC",2 000,"3791 rue Martial Martial, H1H1W3, Montreal-nord, QC",https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grande-maison-meuble-a-loue/1574901236
