,type,bedroom,bathroom,size(sqft),address,price,Postal Code,lat,long,url
2311,Condo, 3 1/2 et coin détente,1,730,"7105 Rue de Lunan, Brossard, QC J4Y 0N4, Canada",1 325,J4Y,45.42952,-73.44716,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/gorgeous-condo-one-bedroom-den-office-parking/1581106023
2312,Condo,4 1/2,1,1 150,"764 Rue Valois, Vaudreuil-Dorion, QC J7V 8K4, Canada",1 200,J7V,45.3756,-74.03482,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/condo-4-1-2-a-louer/1576752863
2313,Condo,3 1/2,1,553,"5360 Rue Sherbrooke O, Montréal, QC H4A 1V6, Canada",1 300,H4A,45.47353,-73.60975,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/sunny-condo-3-1-2-ndg-walkscore-88-metro-vendome/1581089648
2314,Condo,3 1/2,1,600,"744 2e Avenue, Lachine, QC H8S 2T5, Canada",1 050,H8S,45.443,-73.66552,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/new-3-1-2-condo-lachine/1581082035
2315,Condo,3 1/2,1,66,"Côte Saint-Luc, QC, Canada, H4W",950,H4W,45.46805,-73.67294,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/one-bedroom-partment-for-rent-with-indoor-parking/1581076791
2316,Condo,3 1/2,1,680,"1575 Rue Gareau, Montréal, QC H2L 0H9, Canada",1 900,H2L,45.52131,-73.55299,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-neuf-et-entierement-meuble-a-louer-au-centre-ville/1581075644
2317,Condo,4 1/2,1,997,"900 Bd Laval, Laval, QC H7S 2K2, Canada",1 500,H7S,45.56768,-73.72075,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/tres-beau-4-et-demi-libre-le-1er-septembre/1581070975
2318,Condo, 6 1/2 et coin détente,1.5,1 450,"5420 esplanade, montreal H2T 2Z7 QC, Canada",2 900,H1X,45.52271,-73.59997,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/big-house-in-mile-end-1st-floor-condo-fully-furnished/1581070779
2319,Condo,5 1/2,2,1 650,"Rue Marie Rollet, LaSalle, QC H8N 3E7, Canada",2 050,H8N,45.4449,-73.61176,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-1-2-condo-metro-angrignon-lasalle-major-appliances-included/1581064999
2320,Condo,3 1/2,1,750,"Rue Wolfe, Montréal, QC H2L 3J2, Canada",1 325,H3B,45.51692,-73.5545,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-a-louer/1572461629
2321,Condo,3 1/2,1,675,"1905 Bd Saint-Joseph E, Montréal, QC H2H 1E1, Canada",1 400,H2H,45.53631,-73.57879,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-condo-completement-meuble-sur-le-plateau/1576980123
2322,Condo,4 1/2,1,1 054,"2980 Boulevard Saint-Martin O #901, Laval, QC H7T 0M8, Canada",1 690,H7V,45.55896,-73.74348,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/condo-appartement-a-louer/1580027593
2323,Condo,5 1/2,1,1 041,"4530 Rue Clark, Montréal, QC H2T 2T4, Canada",2 450,H2T,45.51971,-73.58762,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-a-louer/1581056167
2324,Condo,3 1/2,1,693,"1450 Rue Island, Montréal, QC H3K 0B7, Canada",1 650,H3K,45.48354,-73.56734,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-for-rent-on-the-canal/1581055803
2325,Condo,4 1/2,1,650,"2068 Rue Saint-Christophe, Montréal, QC H2L 3X2, Canada",1 400,H2L,45.51897,-73.56531,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-downtown-centre-ville-metro-berri-uqam/1581055704
2326,Condo, 1 ½ ou 2 ½,1,562,"1013 Mnt Champagne, Laval, QC H7X 0C2, Canada",1 170,H7X,45.53969,-73.79792,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/loft-a-louer-a-ste-dorothee-gym-piscine-luxe-2-stationnement/1581612797
2327,Condo,3 1/2,1,800,"4870 Rue de Rouen, Montréal, QC H1V 1H7, Canada",1 400,H1V,45.55924,-73.53947,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/homa-enorme-3-1-2-neuf-avec-bureau-separe-aout-gratuit/1579583980
2328,Condo,4 1/2,1,Non,"230 rue Dominion, Montreal, QC, H3J 2X1",1 950,H3J,45.48361,-73.57261,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-appartement-2-chambres-4-5-a-louer-griffintown/1555270646
2329,Condo,3 1/2,1,560,"1248 Av. de l'Hôtel-de-Ville, Montréal, QC H2X 3A9, Canada",1 700,H2X,45.5114,-73.56176,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/condo-tout-meuble-avec-place-de-stationnement-incluse/1576268296
2330,Condo,3 1/2,1,650,"Montreal, QC H2T1T8, Canada",1 200,H2T,45.52213,-73.58985,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/grand-loft-a-louer/1574858865
2331,Condo,3 1/2,1,515,"950 Rue Notre Dame O, Montréal, QC H3C 0K3, Canada",1 750,H3C,45.49659,-73.5615,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/griffintown-condo-with-garage-parking-semi-furnished/1581050303
2332,Condo,4 1/2,1,1 000,"Rue Étienne-Lavoie, Laval, QC H7X 0A2, Canada",1 750,H7X,45.51895,-73.77448,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/jolie-condo-a-louer-a-ste-dorothee/1581050280
2333,Condo,3 1/2,1,515,"950 Rue Notre Dame O, Montréal, QC H3C 0K3, Canada",1 500,H3C,45.49659,-73.5615,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/griffintown-apartment-semi-furnished-parking-available-is/1581049544
2334,Condo, 1 ½ ou 2 ½,1,310,", Repentigny J6A 5T6 QC",750,J6A,45.72356,-73.46069,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/studio-a-aire-ouverte-meuble-electromenagers/1581044688
2335,Maison en rangée, 5 1/2 et coin détente,1.5,126,"925 Terr. Louis-Basile-Pigeon, Lachine, QC H8S 4L7, Canada",2 200,H8S,45.44682,-73.6911,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/townhouse-for-rent-un-mois-gratuit/1582097302
2336,Maison en rangée, 4 1/2 et coin détente,1,870,"7715 Rue Saint-Dominique, Montréal, QC H2R 1X6, Canada",1 650,H2R,45.53795,-73.62511,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/villeray-maison-a-louer-4-1-2/1582096877
2337,Maison en rangée,3 1/2,1,560,"3465 Ch. de la Côte-des-Neiges, Montréal, QC H3H 1T7, Canada",1 350,H3H,45.49669,-73.5834,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-golden-square-downtown-centre-ville-fully-furnished/1582094153
2338,Maison en rangée,5 1/2,2,1 700,"4488 Rue Vivier, Pierrefonds, QC H9K 1N9, Canada",2 475,H9K,45.45331,-73.89524,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/house-for-rent-pierrefonds/1582075006
2339,Maison en rangée,5 1/2,1.5,1 500,"1545 Rue de l'Everest, Saint-Laurent, QC H4R, Canada",2 650,H4R,45.51145,-73.70202,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/maison-a-louer-a-saint-laurent-bois-franc-house-available/1581893069
2340,Maison en rangée,4 1/2,1.5,2 350,"Rue du Tonnelier, Saint-Jérôme, QC J7Y 4M9, Canada",2 500,J7Y,45.80331,-73.99131,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/maison-de-ville-a-louer-a-st-jerome-disponible-1er-decembre/1581765103
2341,Maison en rangée,4 1/2,1.5,810,", Laval h7c2m5 QC, Canada",935,H7C,45.61209,-73.66016,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/beau-4-1-2-a-louer-sur-2-etages-a-laval-pas-danimaux/1581762595
2342,Maison en rangée, 7 1/2 +,2,2 000,"2215 Av. Auguste, Brossard, QC J4Z, Canada",2 000,J4Z,45.48315,-73.45877,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/maison-a-louer-brossard-4-chambres-a-coucher/1581754325
2343,Maison en rangée,5 1/2,1.5,1 253,"4632 Rue Lake, H9G1G8, Dollard-Des-Ormeaux, QC",2 100,H9G,45.47805,-73.8329,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/townhouse-for-rent/1581532780
2344,Maison en rangée,6 1/2,1.5,1 600,"1084 Rue Woodside, Dollard-des-Ormeaux, QC H9B 1P9, Canada",2 000,H9B,45.49899,-73.78555,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/4-bedroom-townhouse-for-rent-in-ddo/1581529390
2345,Maison en rangée,5 1/2,1.5,1 285,"128 Howie-Morenz, J7V0B8, Vaudreuil-Dorion, QC",1 900,J7V,45.39211,-74.04741,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/townhouse-for-rent-in-vaudreuil-3-bedrooms-1-5-bathrooms/1581294158
2346,Maison en rangée,5 1/2,2,1 500,"Rue de Chenonceau, Mirabel, QC J7J 2B2, Canada",2 100,J7J,45.67289,-73.92688,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/maison-de-ville-a-louer/1581276010
2347,Maison en rangée,5 1/2,3,1 950,"1481 Av. Argyle, Montréal, QC H3G 1V5, Canada",3 495,H3G,45.49374,-73.57258,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-de-ville-avec-3-chambres-et-3-salles-de-bain/1581274347
2348,Maison en rangée, 7 1/2 +,2.5,1 280,"1262 Rue Daniel, Longueuil, QC J4J 3M7, Canada",2 300,J4J,45.52846,-73.49135,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/maison-de-ville-neuve-a-louer/1575927781
2349,Maison en rangée, 7 1/2 +,1.5,1 500,"475 Av. de la Traversée, Salaberry-de-Valleyfield, QC J6S, Canada",1 750,J6S,45.28508,-74.13772,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/maion-de-ville-a-louer-townhouse-to-rent-valleyfield/1581191903
2350,Maison en rangée,4 1/2,1,825,"H2G 2M8, Canada",1 095,H2G,45.54542,-73.59288,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-a-louer/1581190313
2351,Maison en rangée,5 1/2,2.5,2 000,"15 Av. Raynor, Pointe-Claire, QC H9S 5H9, Canada",1 880,H9S,45.44827,-73.78355,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/spacious-riverview-townhouse-in-pointe-claire-for-lease/1581182065
2352,Maison en rangée,5 1/2,2.5,2 200,"9797 Boulevard de St Canut, Mirabel, QC J7N, Canada",2 200,J7N,45.71354,-74.08607,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/nouvelle-maison-de-ville-a-louer-saint-canut/1579599349
2353,Maison en rangée,5 1/2,1.5,1 400,", J7V8P2, Vaudreuil, QC",1 850,J7V,45.39302,-74.07206,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/vaudreuil-a-louer-for-rent/1581053880
2354,Maison en rangée,6 1/2,2.5,1 500,"R. Toe-Blake, Vaudreuil-Dorion, QC J7V, Canada",Sur,J7V,45.39389,-74.04621,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/semi-detached-for-rent/1580760750
2355,Maison en rangée, 5 1/2 et coin détente,2.5,1 800,", Lachine h8r 1m3 QC, Canada",2 695,H8R,45.4487,-73.65528,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/townhouse-in-lachine-adjacent-to-montreal-west-for-rent-2695/1580673429
2356,Maison en rangée, 7 1/2 +,2,2 000,"1193 Rue du Sussex, Montréal, QC H3H 2A1, Canada",3 250,H3H,45.48959,-73.58144,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/townhouse-atwater-metro-4-6-c-a-c-bedrooms-renove-balcons/1578252640
2357,Maison en rangée, 7 1/2 +,1.5,1 400,"493 de la traversée, J6S 1R1, Sallaberry de valleyfield, QC",1 775,J6S,45.28508,-74.13772,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/maison-de-ville-neuve-a-louer/1580429457
2358,Maison en rangée, 7 1/2 +,2,1 500,"1150 Boul. De Montarville, J4b5b8, Boucherville, QC",2 200,J4B,45.58426,-73.42849,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/maison-de-ville-a-boucherville/1580422887
2359,Maison en rangée,3 1/2,1,500,", Sud-ouest H4E 3W3 QC, Canada",Sur,H4E,45.46225,-73.58767,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-prosimite-du-metro-jolicoeur/1569094339
2360,Maison en rangée,4 1/2,1.5,1 300,"707 Mnt Montrougeau, Laval, QC H7P 5M7, Canada",1 800,H7P,45.57941,-73.81312,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/maison-de-ville-a-louer-townhouse-for-rent/1580375455
2361,Maison en rangée,5 1/2,1.5,1 270,"Rue Charles-Larocque, Saint-Louis-de-Gonzague, QC J0S 1T0, Canada",1 800,J6S,45.21899,-73.99918,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-a-louer-pres-de-salaberry-de-valleyfield-house-for-rent/1580300243
2362,Maison en rangée, 5 1/2 et coin détente,1.5,2 108,"12 Avenue Des Chênes, Candiac J5R 0T5 QC",2 500,J5R,45.36368,-73.51044,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/maison-a-louer-house-for-rent/1580271502
2363,Maison en rangée,5 1/2,1.5,1 000,"2100 Rue Quesnel, Montréal, QC H3J 2R8, Canada",2 990,H3J,45.48783,-73.57434,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/georges-vanier-station-townhouse-close-to-concordia-unversity/1580237186
2364,Maison en rangée,4 1/2,1,1 250,"182 Rue Marcel-Dostie, Les Coteaux, QC J7X 1A6, Canada",1 800,J7X,45.27387,-74.22943,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/townhouse-disponible-182-4-marcel-dostie-les-coteaux/1580017168
2365,Maison en rangée,5 1/2,2,2 100,"Rue de Chantilly, Candiac, QC J5R 6S6, Canada",2 100,J5R,45.37441,-73.50773,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/spacious-2level-condo-3br-with-appliances-gazebo-candiac/1579544872
2366,Maison en rangée,5 1/2,1,1 000,"1912 Rue Versailles, Pointe-aux-Trembles, QC H1B 3B4, Canada",1 350,H1B,45.65093,-73.50679,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/maison-de-ville-a-louer-completement-renovee-5-1-2-1350/1579975405
2367,Maison en rangée, 7 1/2 +,2,4 000,"Longueuil, QC J4L 3C9, Canada",2 000,J4L,45.51024,-73.4557,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/maison-a-louer-pour-septembre/1579963055
2368,Maison en rangée,5 1/2,1.5,1 800,"Laval, QC H7T2Y2, Canada",2 400,H7W,45.54665,-73.77027,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/maison-de-ville-3-chambres-3-bdrm-townhouse-chomedey/1579687117
2369,Maison en rangée, 7 1/2 +,2.5,2 495,"J3N0C6, Canada",3 100,G0G,0,0,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/maison-de-ville-a-louer-neuve-4-chambres-garage/1579614957
2370,Maison en rangée,5 1/2,2.5,1 800,"85 Rue des Maronniers, Candiac, QC J0L 2K0, Canada",2 199,J5R,45.36319,-73.51036,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/brand-new-kaia-town-house-3bd-2gar/1579588937
2371,Maison en rangée, 6 1/2 et coin détente,1.5,1 800,"202 Rue Angora, Dollard-des-Ormeaux, QC H9B 2G8, Canada",1 950,H9B,45.494,-73.79219,https://www.kijiji.ca/v-appartement-condo/ouest-de-lile-qc/4-bedrooms-townhouse-west-island-d-d-o/1579552254
2372,Maison en rangée,4 1/2,2.5,1 400,"Esprit Drive, K4a 0t5, Orleans / Ottawa / Avalon, ON",1 900,J8M,45.44975,-75.46799,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beautiful-2-beds-3-baths-for-rent-in-avalon-orleans/1579410947
2373,Maison en rangée,5 1/2,1.5,2 000,"Rue Hyman Drive, Dollard-des-Ormeaux, QC H9B 1L8, Canada",1 900,H9B,45.49564,-73.79181,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/townhouse-for-rent-in-dollard-des-ormeaux/1579344469
2374,Maison en rangée,5 1/2,2,1 155,"3279 Rue de Miquelon, Brossard, QC J4Y 2S8, Canada",1 850,J4Y,45.45045,-73.45262,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/cozy-townhouse-in-sector-m-brossard-for-rent/1579318184
2375,Appartement,4 1/2,1,1 100,"6933 Christophe Colomb, Montreal, QC, H2S 2H3",1 650,H2S,45.5409,-73.60798,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/quiet-and-clean-neighborhood-1-bedroom-rosemont/1582272926
2376,Appartement, 1 ½ ou 2 ½,1,275,"3749 Rue Ontario E, Montréal, QC H1W 1S3, Canada",695,H1W,45.5468,-73.54395,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-studio-1-1-2-renove-hochelaga-maisonneuve/1582277287
2377,Appartement,3 1/2,2,Non,"4905 des Erables, Pierrefonds, QC, H9J 2W4",900,H9J,45.46749,-73.8763,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/pierrefonds-kirkland-all-included/1505845022
2378,Appartement,3 1/2,1,Non,"4450 des Sources, Dollard des Ormeaux, QC, H8Y 3B8",800,H8Z,45.49795,-73.81225,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ddo-514-683-6650-1-bdrm-studio/1505844980
2379,Appartement,3 1/2,1,695,"3620, boulevard Saint-Elzéar Ouest, Laval, QC, H7M 1E2",1 285,H7P,45.56966,-73.77288,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-neuf-a-louer-a-laval-pour-septembre/1505790458
2380,Appartement,4 1/2,2,1 000,"3620, boulevard Saint-Elzéar Ouest, Laval, QC, H7M 1E2",1 575,H7P,45.56966,-73.77288,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-condo-neuf-a-louer-a-laval/1505790453
2381,Appartement,3 1/2,1,Non disponible,"PLUSIEURS CHOIX, MONTREAL, QC, H1Z 1E9",900,H1Z,45.56634,-73.63787,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ahuntsic-superbe-3-5-rue-champdore/1581693887
2382,Appartement,4 1/2,1,1 100,"6933 Christophe Colomb, Montreal, QC, H2S 2H3",1 650,H2S,45.5409,-73.60798,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/quiet-and-clean-neighborhood-1-bedroom-rosemont/1582272926
2383,Appartement, 1 ½ ou 2 ½,1,275,"3749 Rue Ontario E, Montréal, QC H1W 1S3, Canada",695,H1W,45.5468,-73.54395,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-studio-1-1-2-renove-hochelaga-maisonneuve/1582277287
2384,Appartement,4 1/2,2,945,"1310 Rue Ottawa #601, Montréal, QC H3C 0W9, Canada",2 590,H3C,45.49169,-73.56108,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/griffintown:-4-5-pieces-a-sous-louer/1582276289
2385,Appartement,4 1/2,1,723,"10619 Rue Saint-Urbain, Montréal, QC H3L 2V2, Canada",1 350,H3L,45.54866,-73.67064,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-4-1-2-a-louer-avec-cour-arriere-dans-ahuntsic/1577540059
2386,Appartement, 3 1/2 et coin détente,1,750,"6787 Fabre , Canada",1 225,H2E,45.54715,-73.60773,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/magnifique-et-grand-3-5-neuf-a-louer-rosemont-petite-patrie/1580796837
2387,Appartement,4 1/2,1,950,"5330 Pl. Pontiac, Brossard, QC J4W 2Z9, Canada",995,J4W,45.47626,-73.47989,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/logement-2-chambres-brossard/1582272101
2388,Appartement,3 1/2,1,40,", 560 H4P 2G9 QC, Canada",620,H4P,45.49559,-73.65366,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/petit-appartement-3-1-2-transfert-de-bail-station-namur/1582272403
2389,Appartement,5 1/2,2,900,"167 9e Avenue, Lachine, QC H8S 3B8, Canada",1 670,H8S,45.43441,-73.67182,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-lachine-animaux-acceptes-3-chambres-2-balcons/1582272370
2390,Appartement,4 1/2,1,1 020,"9520 Av. De Chateaubriand, Montréal, QC H2M 1Y4, Canada",1 300,H2M,45.55246,-73.65061,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-1er-octobre-metro-sauve-quartier-ahuntsic/1582271754
2391,Appartement, 1 ½ ou 2 ½,1,250,"25 Avenue des Pins 25 Des Pins Avenue West, Montreal, QC, H2W 1P8",945,H2W,45.5148,-73.5755,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/studio-in-plateau-mont-royal-1-month-free-id-1452/1580417886
2392,Appartement,4 1/2,2,765,"3435 Rue Drummond, Montreal, QC, H3G 1X8",2 395,H3G,45.50117,-73.57908,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/4-1-2-promotion-2-months-free-1-995-00-id-778/1578501061
2393,Appartement, 4 1/2 et coin détente,1,1 200,"4666 Rue Fabre, Montréal, QC H2J 3V6, Canada",1 050,H2J,45.53259,-73.57849,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/beau-6-meuble-a-partager-plateau-rue-fabre-mt-royal/1581219914
2394,Appartement, 6 1/2 et coin détente,1,1 250,"6000 Rue Hutchison, Outremont, QC H2V 4C2, Canada",2 100,H2V,45.52375,-73.60827,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/6-1-2-beautiful-apartment-4-bedrooms-in-outremont/1582271665
2395,Appartement,3 1/2,1,1,"1000 Bd Chomedey, Laval, QC H7V 3X8, Canada",960,H7V,45.54516,-73.74108,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/appartement-neufs-a-louer-2/1582271598
2396,Appartement, 1 ½ ou 2 ½,1,1,"1000 Bd Chomedey, Laval, QC H7V 3X8, Canada",800,H7V,45.54516,-73.74108,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/laval-studio-appartement-a-louer/1582270607
2397,Appartement, 7 1/2 +,2,1 500,"901 st joseph e, montreal, QC, H2J 1K7",3 195,H2J,45.52891,-73.58581,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5-bedrooms-plateau-mont-royal/1582270187
2398,Appartement,4 1/2,1,Non,"945 Curé-Poirier Est, Longueuil, QC, J4J 2J8",1 150,J4J,45.54031,-73.47417,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/splendide-4-1-2-renove-pres-de-lhopital-pierre-boucher/1582263507
2399,Appartement, 1 ½ ou 2 ½,1,600,"3770 Avenue Royal, H4A2M2, Montréal, QC",1 050,H4A,45.46898,-73.62047,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/ndg-studio-apartment-for-rent/1582269052
2400,Appartement, 1 ½ ou 2 ½,1,400,"1450 René-Levesque O, Montréal, QC, H3G 0E1",1 350,H3G,45.49454,-73.57371,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/furnished-pieds-a-terre-downtown-400sft-pool-gym-1350/1582265682
2401,Appartement,3 1/2,1,Non,"5881 avenue Monkland, Montreal, QC, H4A 1G5",1 699,H4A,45.47235,-73.62617,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/5881-monkland:-apartment-for-rent-in-monkland-village-ndg/1581706976
2402,Appartement,5 1/2,1,Non disponible,"5170 Jeanne Mance, Montreal, QC, H2V 4K1",1 675,H2V,45.52079,-73.59665,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/2-bedroom-apartment-mile-end-plateau-jeanne-mance-fairmount/1582266229
2403,Appartement,4 1/2,1,2 500,"214 Rue du Saint-Sacrement, Montréal, QC H2Y 1W8, Canada",2 700,H2Y,45.50286,-73.5563,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-moderne-2-chambres-2500pc-vieux-montreal/1582266172
2404,Appartement, 5 1/2 et coin détente,1,1 250,"Rue d'Avignon, Brossard, QC J4Z 2V9, Canada",1 295,J4Z,45.47571,-73.4624,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/grande-5-1-2-appartement-dispo-immediatement-_-chauffe-inclus/1582264976
2405,Appartement,4 1/2,3,2 265,"212 Rue du Saint-Sacrement, Montréal, QC H2Y 1W8, Canada",5 700,H2Y,45.50288,-73.55629,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-moderne-2-chambres-2265pc-stationnement/1582264786
2406,Appartement,4 1/2,1,800,"12301 Langelier, H1G5X6, MONTRÉAL-NORD, QC",695,H1G,45.6207,-73.61816,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/logement-cooperative-montreal-nord/1582264045
2407,Appartement,4 1/2,1,850,", H2G 3B1, Montréal, QC, Canada",1 195,H2G,45.5417,-73.60052,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/appartement-avec-cachet-2-chambres-fermees-dans-petite-patrie/1571194709
2408,Appartement,4 1/2,1,850,"5281 Rue de Brébeuf, Montréal, QC H2J 3L8, Canada",1 445,H2J,45.53363,-73.58697,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/face-au-parc-laurier-2-chambres-renover-plateau/1578713208
2409,Appartement,3 1/2,1,751,"H7N3A8, Canada",1 350,H7N,45.54665,-73.71584,https://www.kijiji.ca/v-appartement-condo/laval-rive-nord/large-open-concept-unit-in-the-heart-of-laval/1578714521
2410,Appartement, 1 ½ ou 2 ½,1,900,"600 Bd Sainte-Foy, Longueuil, QC J4J 1Y6, Canada",925,J4J,45.52508,-73.49305,https://www.kijiji.ca/v-appartement-condo/longueuil-rive-sud/loft-aire-ouverte-longueuil-construction-2018/1582263770
2411,Appartement,3 1/2,1,400,"Rue Marquette, Montréal, QC H2E 2C7, Canada",795,H2G,45.54575,-73.6041,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-5-devant-metro-ligne-bleue/1582263414
2412,Appartement,3 1/2,1.5,800,"H3W1W6, Canada",950,H3W,45.49041,-73.62243,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/3-1-2-a-louer-metro-snowdon-cdn/1582263354
2413,Appartement,3 1/2,1,2 600,"212 Rue du Saint-Sacrement, Montréal, QC H2Y 1W8, Canada",5 500,H2Y,45.50288,-73.55629,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/penthouse-vieux-montreal-2600pc-stationnement-terrasse/1582263199
2414,Appartement,4 1/2,1,11 111,"1935 Rue L.-O.-David, Montréal, QC H2E 1K7, Canada",1 274,H2E,45.5517,-73.61264,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/large-newly-renovated-apartment-for-rent-l-o-david/1576486656
2415,Appartement,4 1/2,1,250,"7057 Rue D'Iberville, Montréal, QC H2E 2Y5, Canada",1 200,H2E,45.55297,-73.60018,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/cession-de-bail-a-proximite-metro/1580341685
2416,Appartement, 4 1/2 et coin détente,1,1 100,"4668 Rue Clark, Montréal, QC H2T 2T4, Canada",1 750,H2T,45.52058,-73.58944,https://www.kijiji.ca/v-appartement-condo/ville-de-montreal/1-750-2br-1100ft-large-sunny-5-1-2-le-plateau-mile-end/1580570396
